customer_id,churned,churn_prob,risk_tier,CLV_3yr,days_since_last_purchase,total_orders,total_spend_usd,avg_order_value_usd,tenure_days,orders_last_90d,orders_last_180d,avg_discount_received,pct_returned,session_duration_avg,membership_tier
C04905,1,0.74,High,45.60264668094218,107,2,59.4,34.73,467,0.0,0.0,6.666666666666667,0.0,13.0,Free
C03114,1,0.74,High,19.01797139141743,37,2,103.0,47.7,1538,0.0,0.0,5.0,0.3333333333333333,28.933333333333334,Free
C04517,1,0.74,High,200.6891970074813,333,8,251.22,32.81,401,0.0,0.0,6.666666666666667,0.0,50.166666666666664,Free
C02112,1,0.74,High,521.7904186046512,453,2,160.3,73.18,86,0.0,0.0,7.5,0.0,6.550000000000001,Gold
C04590,1,0.74,High,55.822666666666684,10,2,102.63,59.81,657,0.0,0.0,0.0,0.0,21.0,Free
C03434,1,0.74,High,136.92625531914894,269,2,124.3,62.97,282,0.0,1.0,12.5,0.0,8.525,Silver
C02274,1,0.74,High,15.686135163674766,32,2,94.83,48.45,1894,0.0,0.0,11.25,0.0,17.55,Silver
C00500,1,0.74,High,79.54361445783134,248,5,113.46,25.84,498,0.0,1.0,8.333333333333334,0.0,24.26666666666667,Free
C06999,1,0.74,High,1289.4332479627476,187,30,3381.42,120.42,859,0.0,0.0,10.0,0.0,10.05,Gold
C01924,1,0.74,High,494.1757655172414,32,2,506.08,233.71,290,0.0,0.0,0.0,0.0,21.6,Gold
C00313,1,0.74,High,94.6539005328597,211,7,333.31,49.66,1126,0.0,0.0,5.0,0.0,11.325000000000001,Free
C05888,1,0.74,High,113.01168421052631,26,1,18.37,21.01,57,2.0,2.0,6.25,0.0,34.45,Free
C07706,1,0.74,High,32.92991578947368,2,1,52.46,61.22,570,0.0,0.0,7.5,0.0,13.2,Free
C04387,1,0.7366666666666667,High,6499.587724137929,211,51,4577.68,84.38,203,0.0,0.0,6.25,0.0,46.025,Free
C02099,1,0.7366666666666667,High,4.854806722689076,313,1,25.73,26.38,1666,0.0,0.0,0.0,0.0,8.4,Free
C01663,1,0.7366666666666667,High,156.21834560906515,4,1,196.68,179.86,353,1.0,1.0,10.0,0.0,22.549999999999997,Free
C01133,1,0.7333333333333333,High,15.883496957403654,34,1,24.12,25.54,493,0.0,1.0,9.166666666666666,0.0,21.666666666666668,Silver
C06954,1,0.7333333333333333,High,2768.544832369943,329,12,3525.31,260.36,346,0.0,0.0,0.0,0.0,22.75,Silver
C07963,1,0.7333333333333333,High,69.38400000000001,34,1,8.89,8.26,24,0.0,0.0,6.666666666666667,0.0,27.53333333333333,Free
C01876,1,0.7333333333333333,High,19.494386597938146,0,1,27.39,24.67,388,0.0,0.0,5.0,0.0,20.025,Free
C07054,1,0.7333333333333333,High,414.18077445652176,205,41,945.99,24.25,736,0.0,0.0,12.5,0.0,7.05,Free
C03774,1,0.7333333333333333,High,532.4476056338028,202,16,1095.79,61.65,568,0.0,0.0,15.0,0.0,8.866666666666665,Gold
C03094,1,0.73,High,77.6755985915493,47,2,292.15,143.9,1136,0.0,0.0,5.0,0.0,13.333333333333334,Free
C06207,1,0.73,High,40.56995505617978,137,1,30.2,35.33,267,0.0,1.0,2.5,0.16666666666666666,14.700000000000001,Free
C03046,1,0.73,High,302.3653129411765,229,9,443.17,46.57,425,0.0,0.0,12.5,0.5,14.85,Silver
C07101,1,0.7266666666666667,High,594.134117647059,15,2,434.91,230.6,238,0.0,0.0,1.6666666666666667,0.0,23.566666666666666,Gold
C03426,1,0.7266666666666667,High,188.4842195121951,40,2,98.02,50.41,164,1.0,1.0,9.166666666666666,0.0,14.083333333333334,Gold
C03624,1,0.7266666666666667,High,29.518046948356815,43,2,107.83,61.52,1278,0.0,0.0,2.5,0.25,16.25,Free
C01825,1,0.7266666666666667,High,85.41000000000003,51,1,39.37,35.1,126,0.0,0.0,14.0,0.0,10.52,Silver
C02915,1,0.7266666666666667,High,68.0421087866109,40,2,242.19,106.08,956,0.0,0.0,3.3333333333333335,0.0,18.533333333333335,Free
C06027,1,0.7266666666666667,High,57.32058773784357,4,1,90.34,88.43,473,0.0,0.0,50.0,0.0,38.5,Free
C02943,1,0.7266666666666667,High,93.97882872928176,22,1,61.34,55.48,181,0.0,0.0,5.0,0.0,18.75,Free
C07350,1,0.7266666666666667,High,34.37898448519041,69,2,80.29,39.75,709,0.0,1.0,0.0,0.0,9.1,Silver
C01141,1,0.7266666666666667,High,127.60692000000003,9,1,68.01,62.43,150,0.0,0.0,1.25,0.0,14.95,Free
C06920,1,0.7266666666666667,High,24.743077611940304,99,2,114.72,54.07,1340,0.0,0.0,0.0,0.0,8.75,Free
C06443,1,0.7266666666666667,High,258.62611764705883,68,2,191.0,93.21,221,0.0,0.0,5.0,0.0,17.775,Silver
C03860,1,0.7266666666666667,High,487.42734782608693,60,1,65.6,73.13,46,1.0,1.0,6.25,0.0,33.2,Free
C06334,1,0.7266666666666667,High,121.16751315789475,67,1,62.63,60.07,152,0.0,0.0,7.5,0.0,15.6,Free
C06432,1,0.7233333333333334,High,28.26726066350711,84,1,56.12,58.36,633,2.0,2.0,2.5,0.0,13.8,Free
C06286,1,0.7233333333333334,High,778.9744117647058,207,5,255.86,51.83,102,0.0,0.0,10.0,0.0,25.4,Free
C00299,1,0.7233333333333334,High,1670.256,11,3,184.88,66.28,0,0.0,0.0,6.666666666666667,0.3333333333333333,19.466666666666665,Free
C04042,1,0.7233333333333334,High,55.270692946058105,44,2,187.29,86.89,964,0.0,0.0,0.0,0.2,13.540000000000001,Free
C03208,1,0.7233333333333334,High,14.335132743362832,55,2,28.12,15.85,678,1.0,1.0,6.666666666666667,0.3333333333333333,12.066666666666668,Free
C07073,1,0.7233333333333334,High,136.6674988066826,74,1,159.96,186.77,419,1.0,2.0,8.333333333333334,0.0,13.700000000000001,Free
C05273,1,0.7233333333333334,High,1251.022947096774,264,16,3076.43,197.64,775,0.0,0.0,2.5,0.0,26.65,Free
C01944,1,0.7233333333333334,High,86.0099366197183,69,1,74.42,79.67,284,0.0,0.0,0.0,0.0,7.5,Free
C05065,1,0.7233333333333334,High,2858.1097735849057,194,29,3084.36,102.22,318,0.0,0.0,8.333333333333334,0.0,16.466666666666665,Gold
C01722,1,0.72,High,251.82080000000002,137,2,210.65,104.72,255,0.0,0.0,0.0,0.0,15.059999999999999,Free
C05312,1,0.72,High,28.30215748031496,2,2,123.16,70.34,1524,0.0,0.0,10.0,0.0,8.9,Free
C03386,1,0.72,High,312.3235834896811,60,5,613.13,108.59,533,0.0,0.0,0.0,0.0,14.7,Gold
C03408,1,0.72,High,122.5465243902439,29,1,67.14,65.55,164,0.0,0.0,15.0,0.0,22.45,Platinum
C07111,1,0.72,High,57.91762230215828,13,1,214.45,210.06,1112,0.0,0.0,0.0,0.0,18.6,Free
C02982,1,0.72,High,5406.277800000002,27,44,7262.37,144.27,360,1.0,2.0,5.833333333333333,0.3333333333333333,16.033333333333335,Gold
C04425,1,0.72,High,364.5959191919192,125,2,323.04,176.59,297,0.0,0.0,15.0,0.0,18.3,Platinum
C00949,1,0.72,High,20.70433937397035,162,1,36.07,40.99,607,0.0,0.0,0.0,0.0,13.6,Free
C01006,1,0.72,High,141.68541751527496,47,1,208.91,226.9,491,0.0,0.0,0.0,0.5,18.05,Gold
C06601,1,0.72,High,911.1341157024793,15,18,1023.42,59.93,363,1.0,1.0,5.0,0.25,22.25,Free
C05067,1,0.72,High,9.112476987447698,4,1,20.09,21.31,717,0.0,0.0,0.0,0.3333333333333333,54.86666666666667,Free
C00549,1,0.7166666666666667,High,1424.3486250000005,290,1,221.23,222.99,48,1.0,1.0,5.0,0.0,7.866666666666667,Silver
C03721,1,0.7166666666666667,High,1200.10193814433,185,16,385.02,23.73,97,0.0,2.0,13.0,0.0,15.74,Gold
C06394,1,0.7166666666666667,High,238.1657382256298,186,39,1266.4,36.37,1826,0.0,0.0,0.0,0.0,0.0,Free
C00896,1,0.7166666666666667,High,29.583638297872348,64,2,38.43,18.14,376,1.0,1.0,10.0,0.3333333333333333,34.4,Silver
C03453,1,0.7166666666666667,High,20.277837638376386,64,1,98.97,107.54,1626,0.0,0.0,0.0,0.0,18.8,Gold
C05661,1,0.7166666666666667,High,78.02441379310346,4,2,146.98,77.49,609,0.0,0.0,0.0,0.0,0.0,Silver
C00406,1,0.7166666666666667,High,1025.976,203,2,113.66,61.07,29,0.0,0.0,7.5,0.5,10.649999999999999,Free
C05134,1,0.7166666666666667,High,8.243975708502026,0,1,50.01,46.49,1729,0.0,0.0,10.0,0.0,7.9,Silver
C00644,1,0.7166666666666667,High,87.55172853828307,34,5,268.02,49.23,862,0.0,0.0,7.5,0.0,8.25,Silver
C06807,1,0.7166666666666667,High,85.81821493624773,8,20,463.23,23.05,1647,0.0,0.0,6.25,0.25,16.799999999999997,Free
C02700,1,0.7166666666666667,High,377.7434029850747,275,4,218.32,61.91,201,1.0,1.0,3.3333333333333335,0.6666666666666666,6.066666666666666,Free
C00143,1,0.7166666666666667,High,66.77331262135922,16,2,209.56,112.16,1030,0.0,0.0,0.0,0.0,10.233333333333333,Free
C02810,1,0.7166666666666667,High,3096.1977889447244,217,32,11099.37,314.0,995,0.0,0.0,7.5,0.25,21.325,Gold
C04748,1,0.7166666666666667,High,14.354454545454546,66,1,30.11,30.9,660,0.0,0.0,0.0,0.0,26.8,Silver
C04165,1,0.7133333333333334,High,73.97333333333334,90,1,44.69,45.6,189,0.0,0.0,0.0,0.5,12.850000000000001,Free
C07858,1,0.7133333333333334,High,184.6594676806084,14,1,174.49,158.4,263,0.0,0.0,20.0,0.0,9.799999999999999,Gold
C07230,1,0.7133333333333334,High,48.19100289855073,10,1,185.91,162.68,1035,0.0,0.0,1.6666666666666667,0.0,26.900000000000002,Platinum
C03479,1,0.7133333333333334,High,516.0808000000001,64,10,951.67,88.37,525,0.0,0.0,8.75,0.25,16.05,Free
C05218,1,0.7133333333333334,High,1045.70170212766,124,2,136.84,80.15,47,0.0,0.0,9.0,0.0,10.48,Free
C04760,1,0.7133333333333334,High,387.4920000000001,24,1,41.5,46.13,24,0.0,0.0,6.25,0.5,14.450000000000001,Free
C02826,1,0.7133333333333334,High,20.177445378151262,48,1,114.24,109.64,1666,0.0,0.0,0.0,0.0,0.0,Silver
C07271,1,0.7133333333333334,High,1162.071849056604,187,4,768.06,200.88,212,0.0,0.0,8.333333333333334,0.0,15.216666666666667,Silver
C01623,1,0.7133333333333334,High,1809.0166500000003,373,8,1974.51,236.01,320,1.0,1.0,6.666666666666667,0.0,29.766666666666666,Platinum
C03966,1,0.71,High,137.73702127659578,42,2,161.85,73.9,329,0.0,0.0,15.0,0.0,77.44999999999999,Free
C06946,1,0.71,High,40.516928016571725,149,1,252.33,255.18,1931,1.0,1.0,6.666666666666667,0.3333333333333333,23.0,Silver
C03524,1,0.71,High,20.084745591939548,116,2,69.84,39.01,1191,1.0,1.0,1.6666666666666667,0.16666666666666666,14.166666666666666,Silver
C07725,1,0.71,High,49.749111702127664,9,1,115.46,122.02,752,0.0,0.0,17.5,0.0,11.35,Free
C01823,1,0.71,High,15188.04,445,30,1951.81,60.27,15,1.0,1.0,16.666666666666668,0.0,14.366666666666667,Free
C01720,1,0.71,High,62.984980132450346,2,1,97.9,93.06,453,0.0,0.0,0.0,0.0,27.975,Free
C03183,1,0.71,High,65.31887372764788,182,23,771.5,33.67,3635,0.0,0.0,8.333333333333334,0.0,22.633333333333336,Free
C05652,1,0.71,High,895.2719999999999,210,4,136.03,35.77,49,0.0,0.0,5.0,0.25,13.3,Free
C01651,1,0.71,High,57.51863442940039,189,3,84.18,32.33,517,0.0,0.0,0.0,0.0,31.5,Silver
C01728,1,0.71,High,68.2894506828528,5,1,138.18,146.78,659,0.0,0.0,50.0,0.0,5.9,Free
C03306,1,0.7066666666666667,High,66.97048076923078,228,1,63.11,68.15,312,0.0,0.0,0.0,0.0,4.2,Platinum
